"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","isbn","creator","subjects","publisher","publicationyear"
"Digital","OverDrive","EBOOK","2018","1","1","Sultry with a Twist: Sultry Springs Series, Book 1",,"Macy Beckett","Fiction, Romance","Sourcebooks","2012"
"Digital","OverDrive","EBOOK","2018","1","2","After Hours",,"Jodi L Copeland","Erotic Literature, Fiction","Random House, Inc.","2006"
"Physical","Horizon","BOOK","2018","1","1","His favorite. Volume 3 / story and art by Suzuki Tanaka ; [translation, Ivana Bloom ; touch-up art and lettering, Annaliese Christman].",,"Tanaka, Suzuki","Young gay men Comic books strips etc, Graphic novels","SuBLime,","[2013]"
"Digital","OverDrive","AUDIOBOOK","2018","1","2","A History of Europe (Unabridged)",,"J. M. Roberts","History, Nonfiction","Blackstone Audio, Inc.","2005"
"Physical","Horizon","BOOK","2018","1","1","Great Britain / by Christopher Somerville ; photography by Alison Wright.",,"Somerville, Christopher","Great Britain Guidebooks","National Geographic ;","[2016]"
"Physical","Horizon","VIDEODISC","2018","1","7","Mitch Albom's The five people you meet in Heaven / Hallmark Entertainment ; Sonar Entertainment ; produced by Howard Ellis ; written for television by Mitch Albom ; directed by Lloyd Kramer.",,,"Accident victims Drama, Amusement parks Drama, Amusement rides Drama, Future life Drama, Older men Drama, Heaven Drama, Death Drama, Made for TV movies, Fantasy television programs, Fiction television programs, Video recordings for the hearing impaired","Mill Creek Entertainment,","[2017]"
"Physical","Horizon","SOUNDDISC","2018","1","1","Reckoning / Grateful Dead.",,"Grateful Dead (Musical group)","Rock music 1971 1980","Grateful Dead Productions/Rhino,","[2006, p2004]"
"Physical","Horizon","SOUNDDISC","2018","1","1","Mysterious mountain ; And God created great whales / Alan Hovhaness.",,"Hovhaness, Alan, 1911-2000","Symphonies, Operas Excerpts, Trumpet with string orchestra, Orchestral music, Canons fugues etc String orchestra","Delos,","[1994]"
"Digital","Freegal","SONG","2018","1","1","Anything",,"3T",,,
"Digital","OverDrive","EBOOK","2018","1","5","With the Old Breed: At Peleliu and Okinawa",,"E.B. Sledge","Biography & Autobiography, History, Military, Nonfiction","Random House, Inc.","2013"
"Physical","Horizon","MUSIC","2018","1","1","Sinfonie, gagliarde, canzone, 1607-1608 / Salamon Rossi. Edited by Fritz Rikko and Joel Newman.",,"Rossi, Salamone, 1570?-approximately 1630","Piano quintets Arranged Scores and parts","Mercury Music Corp.,","[1965-71]"
"Physical","Horizon","BOOK","2018","1","1","Tough questions Jews ask : a young adult's guide to building a Jewish life / Edward Feinstein.",,"Feinstein, Edward, 1954-","Jewish way of life, Judaism Customs and practices","Jewish Lights Pub.,","[2003]"
"Physical","Horizon","BOOK","2018","1","5","Carl's snowy afternoon / Alexandra Day.",,"Day, Alexandra","Dogs Fiction, Snow Juvenile fiction, Sledding Juvenile fiction, Babysitters Juvenile fiction","Farrar, Straus, Giroux,","2009."
"Physical","Horizon","VIDEODISC","2018","1","13","Die hard / Twentieth Century Fox ; a Gordon Company/Silver Pictures production ; screenplay by Jeb Stuart and Steven E. De Souza ; produced by Lawrence Gordon and Joel Silver ; directed by John McTiernan.",,,"McClane John Fictitious character Drama, Terrorism Drama, Terrorists Drama, Hostages Drama, Heroes Drama, Los Angeles Calif Drama, Feature films, Video recordings for the hearing impaired, Thrillers Motion pictures, Action and adventure films, Fiction films","Twentieth Century Fox Home Entertainment,","[2007]"
"Physical","Horizon","VIDEODISC","2018","1","10","Bad timing / Recorded Picture Company, the Rank Organisation ; produced by Jeremy Thomas ; screenplay by Yale Udoff ; directed by Nicolas Roeg.",,,"Man woman relationships Drama, Psychotherapist and patient Drama, Feature films, Video recordings for the hearing impaired","Criterion Collection ; Home Vision Entertainment,","[2005]"
"Digital","OverDrive","EBOOK","2018","1","2","Ricky Ricotta's Mighty Robot vs. the Mecha-Monkeys from Mars: Ricky Ricotta Series, Book 4",,"Dav Pilkey","Juvenile Fiction, Juvenile Literature","Scholastic, Inc. (US)","2015"
"Physical","Horizon","BOOK","2018","1","1","Naked Heat / Richard Castle.",,"Castle, Richard","Women detectives New York State New York Fiction, Reporters and reporting New York State New York Fiction, Murder Investigation New York State New York Fiction, New York N Y Fiction, Mystery fiction, Suspense fiction","Hyperion,","2010."
"Physical","Horizon","BOOK","2018","1","1","The most dangerous place : Pakistan's lawless frontier / Imtiaz Gul.",,"Gul, Imtiaz","Qaida Organization, Taliban, Terrorism Pakistan Federally Administered Tribal Areas, Terrorism Religious aspects Islam","Viking,","2010."
"Physical","Horizon","BOOK","2018","1","1","Bryson's dictionary for writers and editors / Bill Bryson.",,"Bryson, Bill","English language Usage Dictionaries","Broadway Books,","[2008]"
"Digital","Hoopla","MUSIC","2018","1","1","So Far Gone",,,"Hip-Hop/Rap","Universal/Island Def Jam",
"Physical","Horizon","BOOK","2018","1","5","""E"" is for evidence / Sue Grafton.",,"Grafton, Sue","Millhone Kinsey Fictitious character Fiction, Women private investigators California Fiction, California Fiction, Detective and mystery fiction","Holt,","[1988]"
"Physical","Horizon","BOOK","2018","1","5","Tractor Mac worth the wait / written and illustrated by Billy Steers.",,"Steers, Billy","Tractors Juvenile fiction, Swine Juvenile fiction, Patience Juvenile fiction, Farm life Juvenile fiction, Pigs Fiction","Farrar, Straus and Giroux (BYR),","2017."
"Digital","OverDrive","EBOOK","2018","1","2","Good Hunting: A Spymaster's Story",,"Jack Devine","Biography & Autobiography, History, Nonfiction, Politics","Macmillan Publishers","2014"
"Digital","OverDrive","AUDIOBOOK","2018","1","1","Only Pleasure: Bound Hearts Series, Book 10 (unabridged) (Unabridged)",,"Lora Leigh","Fiction, Romance, Suspense","Macmillan Audio","2013"
"Digital","OverDrive","EBOOK","2018","1","1","The Accidental Highland Hero: Highlander Medieval Series, Book 2",,"Terry Spear","Fiction, Historical Fiction, Romance","Vinspire Publishing, LLC","2012"
"Physical","Horizon","SOUNDDISC","2018","1","1","Waging heavy peace / Neil Young.",,"Young, Neil, 1945-","Young Neil 1945, Rock musicians Canada Biography","Penguin Audio,","[2012]"
"Physical","Horizon","BOOK","2018","1","1","Touring New Mexico hot springs / Matt C. Bischoff.",,"Bischoff, Matt C.","Hot springs New Mexico Guidebooks, New Mexico Guidebooks","Falcon Guide,","[2008]"
"Physical","Horizon","SOUNDDISC","2018","1","2","Ultra. Chilled 02.",,,"House music, Popular music 2001 2010, Rock music 2001 2010","Ultra Records,","[2002]"
"Physical","Horizon","BOOK","2018","1","2","Sully : my search for what really matters / Captain Chesley ""Sully"" Sullenberger, with Jeffrey Zaslow.",,"Sullenberger, Chesley, 1951-","Sullenberger Chesley 1951, Air pilots United States Biography, Airplanes Ditching Hudson River N Y and N J, Airlines Safety measures, US Airways Flight 1549 Crash Landing Hudson River N Y and N J 2009","William Morrow, an imprint of HarperCollins Publishers,","2016."
"Physical","Horizon","BOOK","2018","1","1","Shadows / Robin McKinley.",,"McKinley, Robin","Shades and shadows Fiction, Stepfathers Fiction, Magic Fiction, Shadows Fiction, Stepfathers Juvenile fiction, Fantasy, Fantasy fiction, Young adult fiction","Nancy Paulsen Books, an imprint of Penguin Group (USA) Inc.,","2013."
"Physical","Horizon","SOUNDDISC","2018","1","2","Disraeli gears / Cream.",,"Cream (Musical group)","Rock music 1961 1970","Polydor,","[between 1990-1999?]"
"Physical","Horizon","BOOK","2018","1","2","The blueprint : Lebron James, Cleveland's deliverance, and the making of the modern NBA / Jason Lloyd.",,"Lloyd, Jason","Cleveland Cavaliers Basketball team, James LeBron, National Basketball Association History, Biographies","Dutton,","[2017]"
"Physical","Horizon","BOOK","2018","1","1","The Cypress House / Michael Koryta.",,"Koryta, Michael","Depressions 1929 Fiction, Boardinghouses Fiction, Political corruption Fiction, Precognition Fiction, Gulf Coast Fla Fiction, Suspense fiction","Little, Brown and Co.,","2011."
"Physical","Horizon","BOOK","2018","1","21","The blue zones of happiness : lessons from the world's happiest people / Dan Buettner ; forward by Ed Diener.",,"Buettner, Dan","Happiness, Contentment, Self realization, Longevity, Blue zones","National Geographic,","[2017]"
"Digital","OverDrive","EBOOK","2018","1","2","Raising Trump",,"Ivana Trump","Biography & Autobiography, Nonfiction","Simon & Schuster, Inc.","2017"
"Physical","Horizon","VIDEODISC","2018","1","2","Tekkon kinkreet = Tekkon kinkurīto / Tekkonkinkreet Production Committee ; Aniplex ; Asmik Ace Entertainment ; Shogakukan ; Beyond C ; Dentsu ; Tokyo Mx ; A Studio 4 C Film ; directed by Michael Arias ; produced by Eiko Tanaka, Eiichi Kamagata, Masao Teshima, Ayao Ueda ; screenplay by Anthony Weintraub.",,,"Orphans Japan Drama, Street youth Drama, Feature films, Anime, Video recordings for the hearing impaired","Sony Pictures Home Entertainment,","[2007]"
"Physical","Horizon","BOOK","2018","1","2","At home : Sarah style / [Sarah Richardson ; photographs by Stacey Brandford].",,"Richardson, Sarah, 1971-","Richardson Sarah 1971 Themes motives, Interior decoration Canada","Published by Simon & Schuster,","2015."
"Physical","Horizon","BOOK","2018","1","4","Aliens : defiance. Volume 1 / script, Brian Wood ; art, Tristan Jones (chapters 1-2, 5-6), Riccardo Burchielli (chapter 3), Tony Brescini (chapter 4) ; colors, Dan Jackson ; lettering, Nate Piekos of Blambot ; cover and chapter break art, Massimo Carnevale.",,"Wood, Brian, 1972-","Space colonies Comic books strips etc, Human alien encounters Comic books strips etc, Science fiction comic books strips etc, Horror comics, Comics Graphic works","Dark Horse Books,","2017."
"Physical","Horizon","VIDEODISC","2018","1","44","A place to call home. Season 4 / produced by Foxtel and Seven Productions ; Endemol Shine International ; series producer, Chris Martin-Jones ; written by Bevan Lee and Katherine Thomson ; directed by Shirley Barrett ... [and others].",,,"Nineteen fifties Drama, Social classes Drama, Nurses Drama, Families Australia Drama, Country life Drama, Australia Social life and customs Drama, Historical television programs, Television series, Television melodramas, Fiction television programs, Video recordings for the hearing impaired","Acorn,","[2017]"
"Physical","Horizon","VIDEODISC","2018","1","2","Sid the science kid. Encyclopedia of discovery / The Jim Henson Company ; PBS Kids.",,,"Science Juvenile films, Technology Juvenile films, Childrens television programs, Animated television programs, Educational television programs, Nonfiction television programs, Television series","[Publisher not identified],","[2015]"
"Digital","OverDrive","EBOOK","2018","1","1","Bad Seeds: PI Jade de Jong Series, Book 5",,"Jassy Mackenzie","Fiction, Mystery","Random House, Inc.","2017"
"Digital","Freegal","SONG","2018","1","1","False Alarm",,"John Williams",,,
"Physical","Horizon","BOOK","2018","1","1","Slammed : a San Francisco Thunder novel / Victoria Denault.",,"Denault, Victoria","Hockey teams Fiction, Hockey players Fiction, Romantic suspense fiction, Sports fiction","Forever,","2017."
"Physical","Horizon","BOOK","2018","1","4","Mermaids 101 : exploring the magical underwater world of the merpeople / Doreen Virtue.",,"Virtue, Doreen, 1958-","Mermaids","Hay House, Inc.,","[2012]"
"Digital","Hoopla","TELEVISION","2018","1","1","Dawn's Early Night!",,,"Anime, Children's","Pokémon",
"Physical","Horizon","BOOK","2018","1","1","Intuition for beginners : easy ways to awaken your natural abilities / Diane Brandon.",,"Brandon, Diane, 1948-","Psychic ability, Psychic ability Problems exercises etc, Intuition","Llewellyn Publications,","2013."
"Physical","Horizon","BOOK","2018","1","1","Espresso tales / Alexander McCall Smith ; illustrated by Iain McIntosh.",,"McCall Smith, Alexander, 1948-","Roommates Fiction, Apartment houses Fiction, Edinburgh Scotland Social life and customs Fiction, Humorous fiction","Anchor Books,","2006."
"Physical","Horizon","BOOK","2018","1","11","Mingo the flamingo / written & created by Pete Oswald and Justin K. Thompson.",,"Oswald, Pete","Flamingos Juvenile fiction, Birds Migration Juvenile fiction, Domestic animals Juvenile fiction, Amnesia Juvenile fiction, Picture books","HarperCollins,","[2017]"
"Physical","Horizon","BOOK","2018","1","1","Yi ding yao bi sai ma? / [Mei] Jiemi Li Kedisi, wen ; [Mei] Laola Kangnaier, tu ; Fan Xiaoxing, yi.",,"Curtis, Jamie Lee, 1958-","Conduct of life Fiction, Stories in rhyme Juvenile fiction, Chinese language materials Fiction","Nan Hai chu ban gong si,","2011."
"Physical","Horizon","BOOK","2018","1","1","The weight of heaven : a novel / Thrity Umrigar.",,"Umrigar, Thrity N.","Married people Fiction, Bereavement Fiction, Americans India Fiction, Adoption Fiction, Murder Fiction, Psychological fiction","Harper,","[2009]"
"Physical","Horizon","VIDEODISC","2018","1","11","Uncommon valor / Paramount Pictures ; produced by John Milius & Buzz Feitshans ; written by Joe Gayton ; directed by Ted Kotcheff.",,,"Vietnam War 1961 1975 Drama, Missing in action Drama, Vietnam Fiction, War films, Feature films, Fiction films, Video recordings for the hearing impaired","Paramount Home Video,","[2017]"
"Digital","OverDrive","AUDIOBOOK","2018","1","3","Best of the Best: Baseball Great Series, Book 3 (unabridged) (Unabridged)",,"Tim Green","Juvenile Fiction, Juvenile Literature","HarperCollins Publishers Inc.","2011"
"Physical","Horizon","BOOK","2018","1","4","Let dogs be dogs : understanding canine nature and mastering the art of living with your dog / the Monks of New Skete and Marc Goldberg.",,"Monks of New Skete","Dogs Training, Dogs Philosophy, Human animal relationships, Human animal relationships Religious aspects Christianity","Little, Brown and Company,","2017."
"Physical","Horizon","BOOK","2018","1","1","Nicholas and the gang / René Goscinny & Jean-Jacques Sempé ; translated by Anthea Bell.",,"Goscinny, 1926-1977","Humorous stories, Behavior Fiction, Birthday parties Juvenile fiction, France Juvenile fiction","Phaidon Press,","[2007]"
"Digital","Freegal","SONG","2018","1","1","Poor",,"Supersuckers",,,
"Physical","Horizon","BOOK","2018","1","1","Darwin among the machines : the evolution of global intelligence / George Dyson.",,"Dyson, George, 1953-","Artificial intelligence, Artificial life, Neural networks Computer science","Basic Books,","[2012]"
"Digital","Hoopla","TELEVISION","2018","1","1","Out of the Past",,,"Children's","Nickelodeon",
"Digital","OverDrive","EBOOK","2018","1","1","Watch Me: A Memoir",,"Anjelica Huston","Biography & Autobiography, Nonfiction","Simon & Schuster, Inc.","2014"
"Physical","Horizon","BOOK","2018","1","3","Xiao ke dou zhao mama / Fang Huizhen, Sheng Lude, wen ; Huang Ying, tu.",,"Fang, Huizhen.","Tadpoles Juvenile fiction, Frogs Juvenile fiction, Childrens stories Chinese, Chinese language materials","Jiao yu ke xue chu ban she,","2015."
"Digital","OverDrive","EBOOK","2018","1","4","Northwest Gardener's Handbook: Your Complete Guide: Select, Plan, Plant, Maintain, Problem-Solve - Oregon, Washington, Northern California, British Columbia",,"Pat Munts","Gardening, Nonfiction","Quarto Publishing Group USA","2015"
"Physical","Horizon","VIDEODISC","2018","1","3","Shampoo / Columbia Pictures ; written by Robert Towne and Warren Beatty ; producer, Warren Beatty ; director, Hal Ashby.",,,"Comedy films, Feature films, Video recordings for the hearing impaired","Columbia TriStar Home Entertainment,","[2003]"
"Physical","Horizon","BOOK","2018","1","7","Delicious in dungeon. 1 / Ryoko Kui ; [translation, Taylor Engel ; lettering, Abigail Blackman].",,"Kui, Ryoko","Adventure and adventurers Comic books strips etc, Prisons Comic books strips etc, Dragons Comic books strips etc, Monsters Comic books strips etc, Food Comic books strips etc, Graphic novels, Comics Graphic works","Yen Press,","2017."
"Digital","OverDrive","EBOOK","2018","1","1","The Last Little Blue Envelope: Little Blue Envelope Series, Book 2",,"Maureen Johnson","Young Adult Fiction","HarperCollins Publishers Inc.","2011"
"Physical","Horizon","BOOK","2018","1","24","The city of brass / S. A. Chakraborty.",,"Chakraborty, S. A.","Imaginary places Fiction, Jinn Fiction, Action and adventure fiction, Fantasy fiction, Adventure fiction, Fantasy fiction","Harper Voyager, an imprint of HarperCollinsPublishers,","[2017]"
"Physical","Horizon","BOOK","2018","1","1","Ma hua xiao xiong / An Wulin, zhu ; Bukebuke, hui.",,"An, Wulin, 1966-","Bears Juvenile fiction, Childrens stories Chinese, Picture books for children, Chinese language materials","Ren min wen xue chu ban she : Tian tian chu ban she,","2015."
"Physical","Horizon","BOOK","2018","1","3","Crazy hair / Neil Gaiman & Dave McKean.",,"Gaiman, Neil","Stories in rhyme Juvenile fiction, Hair Juvenile fiction, Humorous stories","HarperCollins,","2009."
"Physical","Horizon","BOOK","2018","1","1","Families / by Sarah L. Schuette.",,"Schuette, Sarah L., 1976-","Families Juvenile literature","Capstone Press,","2009."
"Physical","Horizon","VIDEODISC","2018","1","2","Pocoyo. Pocoyo's circus / Zinkia Entertainment.",,,"Pocoyo Fictitious character Juvenile drama, Friendship Juvenile drama, Animals Juvenile drama, Television series, Animated television programs, Childrens television programs","NCircle Entertainment,","[2011]"
"Physical","Horizon","BOOK","2018","1","30","Instant Pot electric pressure cooker cookbook : quick & easy recipes for everyday eating / Sara Quessenberry & Kate Merker.",,"Quessenberry, Sara","Pressure cooking, Cookbooks","Race Point Publishing, a member of Quarto Publishing Group USA Inc.,","2017."
"Digital","OverDrive","EBOOK","2018","1","8","Tortall: A Spy's Guide",,"Tamora Pierce","Fantasy, Young Adult Fiction, Young Adult Literature","Random House, Inc.","2017"
"Digital","OverDrive","EBOOK","2018","1","1","Brokeback Mountain: Now a Major Motion Picture",,"Annie Proulx","Fiction, Literature","Simon & Schuster, Inc.","2014"
"Digital","Hoopla","TELEVISION","2018","1","1","Episode 2",,,"Action & Adventure","Cinedigm",
"Digital","OverDrive","EBOOK","2018","1","1","No Book but the World: A Novel",,"Leah Hager Cohen","Fiction, Literature","Penguin Group (USA), Inc.","2014"
"Digital","OverDrive","AUDIOBOOK","2018","1","1","The Wig in the Window (Unabridged)",,"Kristen Kittscher","Juvenile Fiction, Mystery","HarperCollins Publishers Inc.","2013"
"Physical","Horizon","BOOK","2018","1","2","Los buenos vecinos / escrita por Yun-jeong Choi e ilustrada por Seok-wun Choi ; traducción del inglés, Teresa Farran.",,"Choi, Yun-Jeong","Neighbors Juvenile fiction, Friendship Juvenile fiction, Fractions Juvenile fiction, Spanish language materials",,"2014."
"Digital","OverDrive","EBOOK","2018","1","10","The Fate of the Tearling: Queen of the Tearling Series, Book 3",,"Erika Johansen","Fantasy, Fiction","HarperCollins Publishers Inc.","2016"
"Physical","Horizon","BOOK","2018","1","1","Tu mamá es una llama? / de Deborah Guarino ; illustrado por Steven Kellogg ; traducción de Aída E. Marcuse.",,"Guarino, Deborah","Llamas Juvenile fiction, Animals Fiction, Stories in rhyme Juvenile fiction, Spanish language materials Fiction","Scholastic,","[1993]"
"Physical","Horizon","VIDEODISC","2018","1","1","About last night / Screen Gems ; a Rain Forest Films & Olive Bridge Entertainment production ; screenplay by Leslye Headland ; produced by Will Packer, Will Gluck ; directed by Steve Pink.",,,"Dating Social customs Drama, Man woman relationships Drama, Feature films, Comedy films, Fiction films, Video recordings for the hearing impaired, Video recordings for people with visual disabilities","[Publisher not identified],","[2014]"
"Physical","Horizon","BOOK","2018","1","2","A shadow bright and burning / Jessica Cluess.",,"Cluess, Jessica","Magic Juvenile fiction, Sorcerers Juvenile fiction, Demonology Juvenile fiction, Young adult fiction, Fantasy fiction","Random House,","[2016]"
"Digital","OverDrive","EBOOK","2018","1","2","Love is Blind",,"Lynsay Sands","Fiction, Romance","HarperCollins Publishers Inc.","2011"
"Digital","OverDrive","EBOOK","2018","1","2","Augustown: A Novel",,"Kei Miller","Fiction, Literature","Random House, Inc.","2017"
"Physical","Horizon","BOOK","2018","1","15","Seveneves / Neal Stephenson.",,"Stephenson, Neal","Disasters Fiction, Survival Fiction, Earth Planet Fiction, Outer space Exploration Fiction, Science fiction","William Morrow an imprint of HarperCollins Publishers,","[2015]"
"Digital","OverDrive","AUDIOBOOK","2018","1","2","Dead Low Tide: Huger Dillard Series, Book 2 (unabridged) (Unabridged)",,"Bret Lott","Fiction, Mystery, Suspense, Thriller","Dreamscape Media, LLC","2012"
"Physical","Horizon","BOOK","2018","1","1","To the letter : a celebration of the lost art of letter writing / Simon Garfield.",,"Garfield, Simon","Letter writing Handbooks manuals etc, Interpersonal communication","Gotham,","[2013]."
"Digital","Freegal","SONG","2018","1","1","White Christmas",,"Barbra Streisand",,,
"Physical","Horizon","BOOK","2018","1","1","Otto : the boy who loved cars / Kara LeReau ; [illustrated by] Scott Magoon.",,"LeReau, Kara.","Automobiles Juvenile fiction, Transformations Magic Fiction","Roaring Brook Press,","2011."
"Physical","Horizon","BOOK","2018","1","2","MacOS Sierra : the missing manual / David Pogue.",,"Pogue, David, 1963-","Mac OS, Operating systems Computers, Macintosh Computer Programming","O'Reilly Media, Inc.,","2016."
"Physical","Horizon","BOOK","2018","1","1","A journey with Hernán Cortés / Lisa L. Owens.",,"Owens, L. L.","Cort‚s Hern n 1485 1547 Juvenile literature, Mexico History Conquest 1519 1540 Juvenile literature, Mexico Discovery and exploration Spanish Juvenile literature, Conquerors Mexico Biography Juvenile literature, Explorers Mexico Biography Juvenile literature, Explorers Spain Biography Juvenile literature","Lerner Publications,","c2018."
"Physical","Horizon","BOOK","2018","1","9","How to be an elephant : growing up in the African wild / Katherine Roy.",,"Roy, Katherine","African elephant Juvenile literature, Elephants Infancy Juvenile literature, Elephants Juvenile literature, Grassland animals Africa Juvenile literature, Savanna ecology Juvenile literature","David Macaulay Studio, Roaring Brook Press,","2017."
"Physical","Horizon","BOOK","2018","1","1","Why information grows : the evolution of order, from atoms to economies / César Hidalgo.",,"Hidalgo, César A., 1979-","Information theory in economics, New products, Economic development, Knowledge Theory of Economic aspects, Physics","Basic Books,","c2015."
"Physical","Horizon","BOOK","2018","1","1","Emotionally weird : a novel / Kate Atkinson.",,"Atkinson, Kate","Families Scotland Fiction, Students Scotland Fiction, Mothers and daughters Scotland Fiction","Picador USA,","[2000]"
"Physical","Horizon","SOUNDDISC","2018","1","5","Honeybeat : groovy 60s girl-pop.",,,"Popular music 1961 1970, Popular music, Rhythm and blues music, Soul music","Real Gone Music,","[2017]"
"Digital","OverDrive","EBOOK","2018","1","5","Best Women's Erotica of the Year, Volume 2",,"Rachel Kramer Bussel","Erotic Literature, Fiction, Literary Anthologies","Simon & Schuster, Inc.","2017"
"Physical","Horizon","VIDEODISC","2018","1","5","The Mindy project. Season two / Universal Television.",,,"Man woman relationships Drama, Obstetricians Drama, Gynecologists Drama, Television series, Television comedies, Fiction television programs, Video recordings for the hearing impaired","Universal Studios Home Entertainment,","[2014]"
"Physical","Horizon","VIDEODISC","2018","1","9","Takers / Screen Gems ; Rainforest Films ; produced by Will Packer, Tip ""T.I."" Harris and Jason Geter ; written by Peter Allen & Gabriel Casseus and John Luessenhop & Avery Duff ; directed by John Luessenhop.",,,"Bank robberies Drama, Criminal investigation Drama, Feature films, Fiction films, Caper films, Thrillers Motion pictures, Action and adventure films, Video recordings for the hearing impaired","Sony Pictures Home Entertainment,","[2011]"
"Physical","Horizon","BOOK","2018","1","2","Simple is the new smart : 26 success strategies to build confidence, inspire yourself, and reach your ultimate potential / Rob Fazio, PhD ; foreword by Neil Cavuto.",,"Fazio, Rob","Motivation Psychology, Success","Career Press,","[2016]"
"Digital","OverDrive","EBOOK","2018","1","3","Sober Stick Figure: A Memoir",,"Amber Tozer","Biography & Autobiography, Nonfiction","Hachette Digital, Inc.","2016"
"Digital","OverDrive","EBOOK","2018","1","7","A Mind at Play: How Claude Shannon Invented the Information Age",,"Jimmy Soni","Biography & Autobiography, Computer Technology, Nonfiction, Technology","Simon & Schuster, Inc.","2017"
"Digital","OverDrive","EBOOK","2018","1","4","National Parks of America: Experience America's 59 National Parks",,"Lonely Planet","Nonfiction, Travel","Lonely Planet Pty, Ltd","2016"
"Physical","Horizon","SOUNDDISC","2018","1","1","Best friends for never / Adrienne Maria Vrettos.",,"Vrettos, Adrienne Maria","Moving Household Juvenile fiction, Friendship Juvenile fiction, Middle schools Juvenile fiction, Harvest festivals Juvenile fiction, Superstition Juvenile fiction, Schools Fiction, Massachusetts Juvenile fiction, Childrens audiobooks, Audiobooks","Scholastic Audiobooks,","[2016]"
"Digital","OverDrive","EBOOK","2018","1","1","Tossing and Turning",,"John Updike","Fiction, Poetry","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2018","1","3","In plain sight / Richard Jackson ; illustrations by Jerry Pinkney.",,"Jackson, Richard, 1935-","Grandfathers Juvenile fiction, Games Juvenile fiction, African Americans Juvenile fiction, Picture books","Roaring Brook Press,","2016."
"Physical","Horizon","VIDEODISC","2018","1","2","All's well that ends well / by William Shakespeare ; a Shakespeare's Globe production ; directed for the stage by John Dove ; directed for the screen by Robin Lough ; producers, Lotte Buchan, Conrad Lynch.",,,"Man woman relationships Drama, Marriage Drama, Filmed plays, Feature films, Comedy films, Fiction films","Kultur,","[2013?]"
"Physical","Horizon","VIDEODISC","2018","1","1","Rodn︠i︡a = Kinfolk / Mosfilm ; screenplay by Viktor Merezhko ; directed by Nikita Mikhalkov.",,,"Mothers and daughters Soviet Union Drama, Families Soviet Union Drama, Soviet Union Social life and customs 1970 1991 Drama, Feature films, Motion pictures Russian","Ruscico,","2006."
"Physical","Horizon","BOOK","2018","1","1","Saving for retirement : (without living like a pauper or winning the lottery) / Gail MarksJarvis.",,"MarksJarvis, Gail","Retirement income United States Planning, 401k plans, Individual retirement accounts United States, Saving and investment United States, Finance Personal United States","FT Press,","[2013]"
"Digital","OverDrive","EBOOK","2018","1","1","The Law of Forgiveness: Tap in to the Positive Power of Forgiveness--and Attract Good Things to Your Life",,"Connie Domino","Nonfiction, Self-Improvement","Penguin Group (USA), Inc.","2009"
"Physical","Horizon","VIDEODISC","2018","1","1","La Bohème / by Giacomo Puccini ; written by Giuseppe Giacosa and Luigi Illica, based on a novel written by Henry Murger ; screenplay by Robert Dornhelm ; executive producers, Andreas Kamm, Oliver Auspitz ; produced by Jan Mojto, Kurt J. Mrkwicka, Jeffrey D. Vanderveen ; directed by Robert Dornhelm ; an Unitel, MR Film production.",,,"Operas, Filmed operas, Feature films","Distributed by Kultur,","[2009]"
"Physical","Horizon","BOOK","2018","1","2","Humboldt's gift / Saul Bellow ; introduction by Jeffrey Eugenides.",,"Bellow, Saul","Authors Fiction, Poets Fiction, Friendship Fiction, Psychological fiction","Penguin Books,","2008."
"Digital","Hoopla","COMIC","2018","1","1","Invincible Vol. 12: Still Standing",,,"Fiction, Superhero","Image Comics",
"Physical","Horizon","BOOK","2018","1","3","The poetics of space / Gaston Bachelard ; translated from the French by Maria Jolas ; with a new foreword by John R. Stilgoe.",,"Bachelard, Gaston, 1884-1962","Space and time, Imagination, Poetry","Beacon Press,","1994."
"Physical","Horizon","BOOK","2018","1","5","Flossie & the fox / Patricia C. McKissack ; pictures by Rachel Isadora.",,"McKissack, Pat, 1944-2017","Foxes Juvenile fiction, African Americans Juvenile fiction","Dial Books for Young Readers,","[1986]"
"Digital","OverDrive","EBOOK","2018","1","1","How America Lost Its Secrets: Edward Snowden, the Man and the Theft",,"Edward Jay Epstein","Nonfiction, Politics, True Crime","Random House, Inc.","2017"
"Physical","Horizon","VIDEODISC","2018","1","2","Gypsy / Warner Bros. Pictures ; a Mervyn LeRoy production ; screenplay by Leonard Spigelgass ; directed by Mervyn LeRoy.",,,"Lee Gypsy Rose 1914 1970 Drama, Vaudeville Drama, Feature films, Musical films, Video recordings for the hearing impaired, Fiction films","Warner Bros. Entertainment : Distributed by Warner Home Video,","2010."
"Physical","Horizon","SOUNDDISC","2018","1","4","Fire / Ohio Players.",,"Ohio Players (Musical group)","Popular music 1971 1980, Funk Music, Disco music","Mercury/PolyGram,","[between 1990-1999?]"
"Physical","Horizon","BOOK","2018","1","1","Star's end / Cassandra Rose Clarke.",,"Clarke, Cassandra Rose, 1983-","Science fiction","Saga Press,","[2017]"
"Digital","OverDrive","EBOOK","2018","1","4","Rules of Attraction: The Governess Brides Series, Book 3",,"Christina Dodd","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2005"
